topic_id,name,description,n_emails,representative_emails
T106,Fantasy Football Results,This topic aggregates weekly preliminary and final results for the Natural Gas Gridiron fantasy football league.,15,"[""5cc79674a1d8ffb0"", ""1a05ffcf847d96ba"", ""6fd5cc75eeeb7b35"", ""ef3e2a2bb28940bb"", ""d5f9657f75274e16""]"
T107,SAP Payment Proposals,Automated distribution of SAP accounts payable payment proposals to business unit approvers for review and forwarding.,34,"[""f1e5d3911bbc96c5"", ""67aaea2fa0b63ce0"", ""408d2884056cc88a"", ""515dd4bf47d2c44d"", ""aa6d114f7eb0cb8f""]"
T108,Technical Analysis Training,"Promotional emails advertising in-person technical analysis training classes for energy traders, marketers, and buyers held in Houston, Texas.",23,"[""a380a8d511512207"", ""2a0060a82c67f1d2"", ""eb60f16ac96d6536"", ""905dbc1c1b82a6a4"", ""1529c69164bffd5b""]"
T109,Oil & Gas News,Daily newsletters from RIGZONE delivering upstream oil and gas industry news.,28,"[""a1c9dfdca454ed8f"", ""961862487f497ef4"", ""c98326566565e395"", ""97f8fa91eaf8c6e9"", ""e73748910eb184cd""]"
T110,Regional Outage Reports,"Distribution of monthly outage reports for multiple regions, requesting review.",12,"[""a412be14b468ff3c"", ""74d063195cef7812"", ""3cc9703200ab72c4"", ""99a5b64bfcc129ca"", ""2a96eff5b8ccf5c5""]"
T111,Regional Outage Reports,"Distribution of monthly outage reports for Amarillo, Beatrice, Midland, and Minneapolis regions to relevant personnel for review.",11,"[""d4fba329b059ecdd"", ""8c9c2a295f46048c"", ""d1ac75630dc3cadb"", ""b81ef647eac07cd4"", ""b4ae7c5fcaa5f18f""]"
T112,ShareBuilder Promotions,"Promotional emails and newsletters advertising ShareBuilder, an online stock investment service featuring special offers and service updates.",15,"[""3ce5ad64b54d93b8"", ""0e70c8384299322f"", ""0938c0b62678faee"", ""9123901d517d3c63"", ""a86b539c7e9672fa""]"
T113,Medicine Bow Pipeline Capacity,"Communications regarding the Medicine Bow natural gas pipeline system's capacity expansions, tie-in segments, and capacity releases to other shippers.",25,"[""d49a8a673dbb976f"", ""773ad34b4a0d7d18"", ""9913dff4664b672b"", ""fae225211079e387"", ""02ff7747b35e2d9f""]"
T114,Overdue Access Approval,Automated reminders notifying approvers that an eConnect VPN Tier 2 Full Access request for a user has been pending for several days.,16,"[""c21b2bdafa41577d"", ""c42746ba77826ac4"", ""62e470a1a1291988"", ""3b83c98d744b9211"", ""5b1df0331f46bda9""]"
T115,Enron Building Satire,"A satirical list of alternative uses for Enron's new building, joking about SEC investigations, prisons, and other uses.",14,"[""00a275dbac9ed09d"", ""a9c1602aaaeaea8a"", ""8155dce78cc525f3"", ""84722a02ef65d50d"", ""b198452f9776a590""]"
T116,RIGZONE Industry News,A series of daily newsletters delivering the latest news from the worldwide upstream oil and gas industry.,35,"[""55f66ec76de3a8b0"", ""4f29246160adc180"", ""280b24e9f5a7aca8"", ""1be479c86d6d02dc"", ""df79cf6a4362893e""]"
T117,Quarantine Notification Emails,Automated notifications informing recipients that external emails with disallowed attachment types have been quarantined by Enron's MailSweeper.,59,"[""5ecb8bc6dc946e4d"", ""a9b79a7bb178cacd"", ""18e3a845bb2a9dcb"", ""9d4ddbef6b36090c"", ""d99caa68391dfdfd""]"
T118,Violation Memos Notification,Emails notify recipients that preliminary and final violation memos are published on the Enron internal website for viewing.,20,"[""1ead838b060f86a7"", ""ce55e0ccbfdc9958"", ""4b2f110ccf23a4c7"", ""1045ea9bdc6f4644"", ""a6f4b2775a38bf6a""]"
T119,Settlement Approval,"Internal communications regarding approval and agreement to settle an ENS claim, with multiple parties endorsing the proposed settlement terms.",20,"[""8a6bb549bec0019a"", ""8a7694ff79e453c0"", ""42f2408895d2d287"", ""e4b335ff8fec7ee2"", ""ea56eeec272b5b3c""]"
T120,Year-to-Date Deal Reports,The cluster consists of periodic year-to-date deal reports sent by Lex Carroll for Enron's Midwest Origination team.,18,"[""a3c1785c80aa43f1"", ""f468e889049400af"", ""0e73e421fdbb85e8"", ""cb1e4fc471f0972a"", ""19453fb855b02213""]"
T121,Weekly Deal Reports,Routine distribution of weekly deal reports summarizing power marketing transactions across the Midwest region.,23,"[""22b8cdf80ee410ab"", ""f949ccf44a4b3868"", ""b1f06a540ec5bd91"", ""fdf4cdf6b28d299c"", ""4bbd6ab197b04a55""]"
T122,NYMEX Membership Notices,"Administrative notifications regarding changes in NYMEX member status, including reinstatements, lessor switches, clearing member changes, and membership transfers.",110,"[""c95461b177809ec8"", ""4020773fa70abbff"", ""c15ae06572b42793"", ""6185a29e49bd3f17"", ""e444c69de2dfe504""]"
T123,Personal Sports & Climbing,"Emails sharing personal stories and inspiration about cycling, mountain climbing, and other sports.",16,"[""59566785892abfb0"", ""7f0095e1eddee312"", ""48fb0fcee3b9abb4"", ""beb0de568c0dfd26"", ""3b792bf795d6a712""]"
T124,Pending Expense Approvals,Notifications about expense reports that have been waiting for manager approval for several days.,68,"[""3e9cd835c5a981b9"", ""862f647ca70c3282"", ""880183d287811047"", ""768b9c5c06064ae5"", ""635c78be96d2cdd4""]"
T125,XMS Expense Reporting,"Issues, troubleshooting, and procedures for Enron's XMS electronic expense reporting system.",22,"[""5d64ece1daabd6cf"", ""f897a30d3ab79028"", ""fff2d3554b55e4c9"", ""c3ebcb2d446c5801"", ""aadfe8c69490133e""]"
T126,Daily Outage Updates,Automated daily emails delivering transaction and location details for tracking outages in the OUTAGE database.,62,"[""5c5f03c5a45e2f98"", ""aca4956e585dc44b"", ""8751ad5fe35e1949"", ""b098ce408734cde6"", ""66048e587d98a862""]"
T127,Report Distribution,"Emails distributing internal reports (e.g., 1400 and 1500 reports) as attachments.",19,"[""7299b3e4d5fa29ab"", ""d050a5579eb77aae"", ""3acdd943036ea2fb"", ""281812e98280ec22"", ""8c7b15d6d5a2990f""]"
T128,UBSW Orientation Sessions,"Announcements and reminders for UBSW employee orientation sessions on Thursday, split into two alphabetical time slots with required form completion.",15,"[""c02b2511a2ce560d"", ""f1bc1ffddee17f56"", ""bfde5e0ef8d6b4b7"", ""25fe556a3a33ce5e"", ""89f3fe8fb7b63de4""]"
T129,Fantasy Football Newsletter,"A collection of repeated CBS SportsLine.com newsletters delivering weekly fantasy football news, tips, and player advice.",19,"[""7f8f9341ca122939"", ""89fc4d4d65aace0f"", ""c4896daf280a7325"", ""784ba1a1ea6077bd"", ""494249a1cfb4dba6""]"
T130,East P/L Totals Notifications,Automated notifications indicating that the East P/L Totals report has been published and is available for viewing on the company's website.,25,"[""e3a21f446a822004"", ""e1c38777401a8b46"", ""0d4a13ce65bde509"", ""c68dc9bd65643f97"", ""38629badf16969f8""]"
T131,East P/L Totals Report,Automated notifications indicating that the East profit and loss totals report has been published and is available for viewing on the internal website.,29,"[""f04a039e00cd50fc"", ""1a6944b90cfecc32"", ""d2d9fbc7df7c5569"", ""04317e21495e8d0f"", ""95cd4d59fd3eb191""]"
T132,Quote.com Portfolio Reports,Automated daily portfolio reports from Quote.com (Lycos Finance) displaying stock price changes and total returns for a set of symbols.,22,"[""ea22810bea0fa42c"", ""910b37117a08f7b7"", ""ce50d242dd3afe75"", ""a47785edd7636b92"", ""ac2de225737f5330""]"
T133,NY Trip Negotiation,A series of emails negotiating a one-day trip to New York and whether to extend it to a weekend.,16,"[""562dc859f8f3af58"", ""10220e26520bc877"", ""40ce914314ea85b9"", ""45fb5919810a5879"", ""8f5cbac94f96a54d""]"
T134,Tree Lighting Plans,A brief exchange between two employees discussing attending the New York tree lighting event and arranging a day off.,11,"[""37a4c7b4f0c7537d"", ""9d0f336e492eba00"", ""3374f4c434c28444"", ""0d5369acdb83ac57"", ""298f0a70be50bd9b""]"
T135,ENE Friday Peer Reports,Regular distribution of Friday peer group reports by Enron's Investor Relations team.,10,"[""4c34d74e753ee256"", ""fa6ef9fe30a788a0"", ""e2570e7f0a8d24c7"", ""c287f04fb9446ebf"", ""eb0516f7721c1878""]"
T136,ENE Friday Reports,Investor Relations distributes weekly Friday peer group reports with instructions to open attachments as read-only without updating links.,14,"[""3084562d4bf7decd"", ""729945698f010fe6"", ""f1b3ee6d97c7e40d"", ""aa840a15bfdbb50a"", ""e48f25e5206f48c5""]"
T137,Temporary Stay Inquiry,A brief personal exchange about a temporary overnight stay and forgetting to pack toothpaste.,19,"[""72acd33cede90e4c"", ""1066624fef293682"", ""7c5f353238566bc4"", ""7477af19cc7af285"", ""ada16315f9b92650""]"
T138,Fantasy Football Reports,Automated email notifications from CBS SportsLine's Commissioner.com fantasy football league providing league updates and instructions.,11,"[""e34d0a13857f4090"", ""3134f79aa3826322"", ""fa54df67b29b6d7f"", ""5d229df3686b4ad0"", ""6fec37701333cf0a""]"
T139,Handheld Device Promotions,"Marketing emails promoting Palm, Handspring, and Visor handheld devices with discounts, free gifts, and new product announcements.",53,"[""3d35ab7c66fd374b"", ""88f702df9c4ad4b7"", ""710b590a3193f11f"", ""e87f94fe5d8edc63"", ""d570b68fa087ff96""]"
T140,Expense Report Updates,Automated notifications about the status of employee expense reports for travel and conferences.,12,"[""b61db4b41ab7c733"", ""d5a0c37cba7ab626"", ""09d759f9c35185df"", ""5e9a44969d49d8be"", ""801534ae3b2a0c12""]"
T141,Gas Day Forecasts,Daily gas flow projections and Southpoint gas model data exchanged between Calpine and Enron for scheduling and risk management.,17,"[""b906415680b5a1bb"", ""224c431fc6c05c3f"", ""a8ab00e95f8a0457"", ""f612b8586bb85c13"", ""1f38250af0a9a9c8""]"
T142,FitRx.com Promotions,"Emails advertising limited-time sales, discounts, and free offers on fitness supplements and related products.",23,"[""0d0e8d3facbc014a"", ""e5f92e67d2d37c2f"", ""73b0b88d7840d6d6"", ""a8be65867a3ce681"", ""74bd8848325e7c0e""]"
T143,TGIF Marketplace Meditations,"A series of daily Christian devotionals for the workplace, offering spiritual reflections and biblical insights for professionals.",42,"[""bbcb961120e816ee"", ""41145ded30a3b74f"", ""002ec41b374932df"", ""24d90bd53f03fbe7"", ""0269937d257189d4""]"
T144,Prevent Data Loss,Urgent instructions for employees to preserve Outlook data during a scheduled migration by pressing the Save My Data button and trusting the signer.,42,"[""54c03fba62f03fb0"", ""03a7dd201f953a58"", ""0c050309c2343212"", ""15bf7f5b61044e12"", ""bee1b7810e44f6cf""]"
T145,Fantasy Football Lineups,"Emails submit weekly fantasy football lineups for a fantasy football league, listing players and positions.",42,"[""321d7e92733aeb06"", ""6c2aa7f27a8a264d"", ""840f07fd33e49a84"", ""04f53316a328745d"", ""3dba78c9c61e7945""]"
T146,Balancing Entity Request,This cluster discusses a request to add a new delivery point as a division to consolidate balancing entities and enable netting of imbalances across multiple contracts.,12,"[""08540bc7aad107fc"", ""dc2111cc1ba8772b"", ""442420d65e7e9f56"", ""a30b99dfa5977859"", ""a34f36a758d60b18""]"
T147,TCO MDIQ Over Injections,Daily notifications from Enron North America indicating that over injections are not permitted for specific dates per TCO Gas Control.,13,"[""7d86565bcb09b359"", ""aaf3041216482ce4"", ""72fc9d24bf1981b4"", ""e02d0c8fd99d0215"", ""95a9fd0682d479bd""]"
T148,EOL Clickpaper Approvals,Internal emails notifying recipients of EOL and Clickpaper approval statuses and any associated GCP adjustments.,14,"[""272d495ecb83d9da"", ""a42886bb0ae5296a"", ""5c0decd92ce94405"", ""baad09f00d258796"", ""5b8d69b5610efc60""]"
T149,EOL Clickpaper Approvals,Internal emails discussing approval of power trading transactions for US West under the WSPP agreement.,95,"[""96a75853d3a1ce12"", ""8aba9cd006c84de5"", ""bdc01616f6dea7ac"", ""2283658dbff62fb3"", ""b8c9c115cea517a0""]"
T150,Expense Report Notifications,Automated alerts notifying employees of expense report approval and payment status updates via Concur.,114,"[""4ca136f800589330"", ""84a921d1fcb65d1c"", ""9a09911774bc36e1"", ""ea8e66f18b7f341e"", ""9a8cda99a731f4a1""]"
T151,CPUC v. El Paso,This topic covers legal memoranda and updates from the CPUC v. El Paso regulatory case proceedings.,13,"[""5e24f4d4a964ee3f"", ""46603050738b9a26"", ""74ebe1d559b95a8a"", ""4f0cb3636511eb71"", ""66ede95134909144""]"
T152,EMW Positions Notifications,Automated emails notifying recipients that the EMW Positions report has been published and is available for viewing on the internal website.,13,"[""26462babe0a36416"", ""99da549ee6037884"", ""e8653e33af611f3a"", ""b215c735c84dfafe"", ""de5b3efed9e84011""]"
T153,Data System Access,"Technical discussion about accessing Enron's MV90 and MDMA data systems, including data flow, daily synchronization, and access credentials.",13,"[""9d732c81b55c64dc"", ""805014bbb5a0c68b"", ""55b861627164b610"", ""8a4a7c0880b5899b"", ""4c0a7f9a7810ca77""]"
T154,Daily 0900 Reports,Emails delivering daily 9:00 AM status reports as attachments.,20,"[""3dca003e7d924171"", ""3114d5534ce8e1cd"", ""61119a7140352011"", ""533381bd51a6c83d"", ""c68076601b2a99cb""]"
T155,SportsLine Rewards Newsletters,"Promotional newsletters from SportsLine Rewards offering points, holiday rewards, and special product deals.",18,"[""2677b94a5c0666f5"", ""70d3c076a9fef65e"", ""ec93cf22fbd63b12"", ""a6fd3a8d3a5db722"", ""bca29f2acfe555de""]"
T156,Condensate Reimbursement,Discussions with Oneok regarding condensate removal payments and Btu replacement reimbursements for hydrocarbon liquids.,17,"[""2e27cd93aacde8f1"", ""6c122ebd40d4296e"", ""24f80112e8ce456f"", ""21c7049f70b4b21d"", ""45f54c8cae96ee50""]"
T157,CACT NG Sheets,Daily emails from David Gensch transmitting CACT natural gas (NG) sheets for each day of the week.,13,"[""39c3ac6712d5e79d"", ""021c052bfd223877"", ""e482e6b849a4045f"", ""47fa43eb18b0ed14"", ""61f239e23f06ebf2""]"
T158,Contract Drafting,"Internal correspondence discussing the drafting and finalization of a service contract with Jode Corp, including termination clauses, GSA setup requirements, and tasking letter formats.",20,"[""bb253f8acac3b438"", ""4fe621c1f54ae45a"", ""28195b668d408c6a"", ""8d393df6e7841933"", ""b8180a00399c137b""]"
T159,Online Trade Confirmation,Automated notifications from E*Trade informing customers that their trade confirmations are available online.,10,"[""9b17e2eb02016319"", ""e7dcbcabb6679ef9"", ""41b614637e740704"", ""291fdde3dcb97868"", ""479679358c549632""]"
T160,Expense Report Notifications,Automated notifications about the approval and payment status of employee expense reports for meals.,18,"[""d5c81da2ce6cd6d5"", ""a60d3d0c016dcb74"", ""ac124276a207e44d"", ""ce16a557680d86bf"", ""34d6e8478fd5e00b""]"
T161,Expense Report Alerts,Automated notifications about expense report approval and payment status changes.,30,"[""ab32136db2c66bdd"", ""30a9aa8e5b9c6431"", ""de273ac0fde5bdc2"", ""3761b0074e0aba46"", ""e620aba1aad0f410""]"
T162,Continental eService Accounts,"Automated notifications from Continental Airlines containing eService Online account credentials, member IDs, and system updates for their web-based travel reservation platform.",20,"[""749354547a01586b"", ""c22ffcf5a4a16c53"", ""ca25ffecc5bffbdd"", ""4ab02a9df475a57c"", ""e154affa109bcfb9""]"
T163,Continental.com Specials,"Automated promotional emails from Continental Airlines offering travel deals, mileage bonuses, and service updates to OnePass members.",79,"[""426dd6f187f47b00"", ""94c94d9c33f605a4"", ""12ef507efd76406e"", ""21f5a223b0ef2e62"", ""82c0c320276dcc4c""]"
T164,Flu Shots,"Internal communications regarding scheduling, reminders, and participation in company-provided flu vaccination clinics.",17,"[""9af7a9d48bbc8254"", ""e67b14051dec6875"", ""f8c225f10a6e68d1"", ""f9457d2b59b81dff"", ""c6d1acba93ddf08b""]"
T165,Rigzone Promotional Offers,"Emails promoting Rigzone's discounted software, data subscriptions, and career services for the oil and gas industry.",16,"[""8260beae1fad0786"", ""69b0c7560900abf5"", ""7daaef8d86f118cc"", ""f8c0ea29d8f9050d"", ""17fe9192eca1fed8""]"
T166,Rigzone Industry News,"Emails from the Rigzone newsletter delivering current oil and gas industry news, events, and job opportunities.",106,"[""6e9057625aaabba3"", ""41c9fca06275b347"", ""c1fbae070837fcc4"", ""4c01724c0b39e398"", ""38086e5e2d5b99b0""]"
T167,Energy Conference Announcements,"Promotional emails about energy industry conferences and training events, including registration deadlines and event details for GasMart/Power 2002 and hedging classes.",25,"[""5f93ddb1228ab75d"", ""334e45c3be02120b"", ""d48b10eebcf8b601"", ""f5699e7fed05a204"", ""6a171856b1d0a047""]"
T168,Personal Banter,"This cluster consists of informal, playful exchanges between two Enron employees, featuring jokes, confusion, and personal remarks.",10,"[""620621b147a7488e"", ""568f89112cfbca4d"", ""899d6ff7d4c32e9d"", ""8ef2febb4cd23fef"", ""f267df78f2c4b385""]"
