project_id,name,description,n_emails,representative_emails
P412,El Paso Conspiracy Rebuttal,"Prepare a concise rebuttal and supporting data to counter the claim that Enron exercised market power at the California border, for briefing senior leadership.",95,"[""3fb6842c197b251a"", ""a2c9a780ac46e329"", ""15a12f44ee459ea9"", ""a1a1f16a49afaccd"", ""9572499941653874""]"
P413,Contact Directory Update,"A project to gather, verify, and maintain up-to-date employee phone numbers, email addresses, and contact information.",334,"[""b2bcfa0f87a21c95"", ""97c1078fbff9d098"", ""28b4896070a04489"", ""e96d7f8f83146b32"", ""9c3bfe5340cb833d""]"
P414,Omnibus Credit Processing,Processing credit worksheets and generating omnibus confirmations for various energy investment transactions.,66,"[""83d8a3b717595be5"", ""cbdb86a9dee7f6bc"", ""2e9aeb320f7f20a2"", ""992843341fd1bf23"", ""b77352b6fcafc1a7""]"
P415,Guaranty Management,"A legal and financial process for preparing, executing, and managing corporate guarantees for various business entities and partnerships.",413,"[""4331fabbc82c64a9"", ""a606be60514ad2eb"", ""3a55cdb4405b6228"", ""981f19e38af3434f"", ""d736d2183eaa9ec2""]"
P416,Quantum Contract Negotiations,"Legal review and negotiation of purchase, gathering, and fuel supply agreements for Quantum and related energy projects including McCook and Coleman.",1041,"[""31fad4ab4e9c4677"", ""e06ab6a493d753a1"", ""fa3715d3592d3680"", ""8497f12b73df9e8c"", ""85e1615fe0ae935b""]"
P417,Florida PSC Filing,A joint regulatory filing with the Florida Public Service Commission in partnership with Gulf Power Company regarding ECS business discussions and related amendments.,57,"[""a9315cf6023ca445"", ""6491604b0a063b05"", ""78e43e55f292cf0e"", ""8c7da53732a87427"", ""4d25188013077615""]"
P418,ISDA Master Agreement Processing,"Processing and tracking executed ISDA Master Agreements with counterparties, including distribution of copies and confirmations.",157,"[""64b18e509e19bffd"", ""f2c8a325972994e9"", ""b6ee1fba75e71296"", ""8ca67b79657f4869"", ""09a9e0c3f6dc2ece""]"
P419,Berkeley Energy Summits,Enron's participation in and sponsorship of UC Berkeley electricity and energy policy conferences and summits.,72,"[""896780d3d988a749"", ""9a61436a860559f7"", ""c22b571b07542a68"", ""66a78df8094bb317"", ""609edeba1b3509fe""]"
P420,Employee Farewell Events,Organizing farewell parties and celebrations for departing Enron employees.,196,"[""c065d073698a5b74"", ""425ebb748ff32365"", ""e7f09773bbbbd18b"", ""48f6cc14e19cd509"", ""3b361380ec51fe58""]"
P421,Enron Holiday Party,"Internal communications regarding the planning, coordination, and eventual cancellation of Enron's holiday/Christmas party events in late 2001.",58,"[""16bc3a8d83740fdb"", ""6f317cfe10abce0c"", ""587f30ab1fb71912"", ""9dc77842c18bbb9b"", ""ecc92963d77cbcd3""]"
P422,Trading Edge Bond Link,Review and negotiation of contracts for Trading Edge's Bond Link online bond trading platform.,59,"[""4071f2dd21f8a85f"", ""54e4dd0dbdb6694f"", ""b8918008f7e4b5a4"", ""8c9c8cd7ce688681"", ""567c4f3322ff2fef""]"
P423,Equity Swap Trading,Managing and confirming equity swap and forward transactions with counterparties including JEDI SPV I and JP Morgan.,294,"[""cfb860d2ab9e9231"", ""0b29e4b18ff476ff"", ""d2e0bc51c46a1f54"", ""920df0f923b26bf3"", ""272960ecdb17789b""]"
P424,Memphis Power Coordination,"Coordinating power confirmation, document preparation, and logistical updates for the Memphis project.",200,"[""c1dd3e18fb2082b5"", ""a5fa831199eafc30"", ""1bbb9abb920d226a"", ""f16568a5b18acb1a"", ""afce720f28fea39f""]"
P425,NYISO Market Analysis,"Monitoring and analyzing New York electricity market pricing, bidding strategies, and regulatory compliance related to the NYISO.",64,"[""5666e85a5c96e8a3"", ""b48b22c32fe4f356"", ""1c3c4b6fa5d70221"", ""dcfd073117a40c4c"", ""fe761f1a148f5fe2""]"
P426,NYSRC Compliance Program,Coordinating reliability compliance monitoring and rules development for the New York State power grid through NYSRC subcommittee meetings and NYISO collaboration.,148,"[""23be489219152e8b"", ""5b8b8c20e723af18"", ""0565fc99bd2a03ba"", ""06d31b7bd23707eb"", ""4802e6d4d2f0fd34""]"
P427,unnamed_project,,63,"[""81a18fa72cbe2ada"", ""5087055f87ba487f"", ""95534b30226fac1f"", ""86c84cb2e88a6bc0"", ""14ea71a4ace771e5""]"
P428,Repo Agreement Project,"A project focused on negotiating, drafting, and executing repurchase agreements with counterparties such as Goldman Sachs for non‑U.S. bond transactions.",57,"[""b2924da1d92a8217"", ""5001bfd813c9b163"", ""e79186c87c198f2a"", ""e09036958af1b6bf"", ""37baa696eb979a3e""]"
P429,Enhanced Stock Loan,Enron's finance team coordinated with Bear Stearns to explore enhanced stock loan structures and finalize the purchase of ENA CLO I securities.,98,"[""c437829a2f83c0dc"", ""49648f0370df375c"", ""f284c31da2e23625"", ""8139b1ec2acab1f0"", ""5b1bae6993f5f93c""]"
P430,Broker Agreement Management,Establishing and managing executing broker and prime broker agreements with various financial institutions for Enron North America.,99,"[""811c0f576979bdd0"", ""e9c2f8cadf63c4a2"", ""38fc38309cf58e34"", ""40311fdf7fc457a1"", ""0e06452fddb18dad""]"
P431,Futures Documentation,"Coordinating the negotiation, documentation, and execution of futures agreements with multiple financial counterparties including Goldman Sachs, Morgan Stanley, and JP Morgan.",91,"[""49d26e872f0be14e"", ""738e6a891d0a7273"", ""341ff80f7b4b855b"", ""09450751ae0b8afd"", ""5a67811117208378""]"
P432,Social Dinner Planning,"Coordinating personal social activities such as dinner plans, family visits, and travel arrangements.",992,"[""79d7616f88f2c092"", ""e5e82d77dcd073e3"", ""4bd4089e1d8f17d9"", ""f110dda1b49037dc"", ""e942a79cebe3f23d""]"
P433,Personal Correspondence,"A collection of personal emails among Enron employees discussing relationships, travel, and family matters.",220,"[""ba804ce261936d78"", ""7388ac4b09c61150"", ""1a21c38a8d5273e6"", ""4c1a4fb6fdb5c20e"", ""d1252757a942d65e""]"
P434,ISDA Documentation Processing,"Managing the execution, legal review, and filing of ISDA Master Agreements with power sector counterparties including Montana Power and New York Power Authority.",1112,"[""3bcf6821e8825070"", ""3f9b8aa19c1ee804"", ""1e1ecc8e3990f477"", ""26359910073fbec2"", ""93a5ebe8287817c1""]"
P435,ISDA Membership Management,"This project involved Enron's participation in the International Swaps and Derivatives Association (ISDA), including managing membership applications, committee involvement, and industry representation for energy trading activities.",226,"[""5c04aae0b26f6a1d"", ""69afe7429b826af8"", ""5619fc4bf0153f20"", ""4e965c33e90982f3"", ""f223bc0dada1a6ef""]"
P436,Pacific Northwest FERC Refunds,The project coordinates Enron's response to the FERC ruling rejecting electricity refund claims in the Pacific Northwest.,57,"[""eb9a0fddcef1ec90"", ""b82b502e1a7b25b2"", ""f338675f0dc1d1bb"", ""d4a806f438ee5a72"", ""86cdcdd40d52c598""]"
P437,UC-CSU Settlement,This project managed Enron's settlement agreement and public communications with the University of California and California State University systems regarding California energy market disputes.,53,"[""25766f0df0d395c5"", ""3788562b8ba3e79a"", ""80c07b75ee5d8f48"", ""30350b152120cc78"", ""7cf46fe8c28c93d8""]"
P438,Western RTO Governance,"This project focuses on developing the legal agreements and governance framework for a potential Regional Transmission Organization (RTO) in the Western United States, including workshops and public outreach.",492,"[""6a5f334260dca4ea"", ""e6fc6dfde97799c7"", ""73d7c38f40a7f78e"", ""f75fbab276ee6364"", ""4ece7f708a2e5f43""]"
P439,PX Credit Dispute,Negotiating and resolving PX credit calculation disputes with Southern California Edison through regulatory proceedings.,64,"[""10f71f3713fc8da3"", ""99f2a999a13749d8"", ""a2de7a008006c778"", ""accd3686886e1445"", ""d2480e04ed07a120""]"
P440,Edison Credit Claims,"Managing credit and payment claims with Edison, including negotiations with bondholders and regulatory entities during Edison's financial restructuring.",99,"[""fd2b61337243d2b6"", ""1ce6f2a3ff2f9c64"", ""98dd90c7bf3a66da"", ""e8ad0a9e97a25e3b"", ""3e6b5fc68a325896""]"
P441,California Rate Strategy,"This project involves coordinating regulatory strategy and rate stabilization efforts for California utilities (SCE and PG&E) before the CPUC, including QF pricing, transmission cost negotiations, and legislative positioning.",325,"[""f0582e435816ef2f"", ""e26a08daee493e98"", ""34df680969f594bf"", ""1b7368611e9b8b06"", ""ffc09b66f052a034""]"
P442,California Energy Policy Engagement,"Enron's coordinated effort to influence California state government and regulatory policy during the 2000-2001 energy crisis through direct engagement with Governor Davis, legislative outreach, and media strategies.",129,"[""b3048b89e2b199e6"", ""75e3292dde08e933"", ""f07b4cbbac0554f4"", ""973589e6d756e296"", ""a2db35981465cc0f""]"
P443,Public Affairs Committee,"Coordinating public affairs, regulatory advocacy, and media responses for California energy companies during the 2001 energy crisis.",103,"[""76f817645d99d521"", ""bdc602a2c326e23d"", ""25b231aa1714a6e4"", ""f87ad4a13e496641"", ""4ec156c4c14ba80f""]"
P444,California Power Crisis,A project analyzing Enron's communications and strategies during the 2000-2001 California electricity crisis and related regulatory actions.,674,"[""2fb512f37a7c1f46"", ""bf5e238a0f49e61c"", ""0451c3b92ca631cd"", ""ff4f5b2fef15606b"", ""23291f624db8d8bc""]"
P445,California Bridge Loan,"Monitoring and analyzing California state legislative updates regarding bridge loan financing, bond issuance, and potential impacts on cash flow and bankruptcy risks.",77,"[""572caca1494150bc"", ""ec6f332289ea05ca"", ""d030860592e757f4"", ""291e28105eb7fe0d"", ""04021710b2bf0cb6""]"
P446,California Power Policy,This project involves coordinating Enron's regulatory responses and policy positions on FERC orders and actions affecting the California electricity market.,214,"[""71fe18133e135650"", ""581d34a3b0a516dd"", ""831d539c5a5bfb00"", ""889e42789479c91b"", ""57d92fff8380a592""]"
P447,CAISO Regulatory Engagement,"Enron's involvement in California Independent System Operator regulatory proceedings concerning market-based rates, grid management charges, and market surveillance.",444,"[""8a570a225f0b36ba"", ""d3a04db6e150fdcc"", ""5bd5192f1126593a"", ""a9fe012af7db75ef"", ""e5289976b8f1b48d""]"
P448,California Energy Legislation,"Enron's efforts to influence California energy legislation and policy, particularly regarding direct access and SBX 32.",273,"[""76940a5c775e0b3c"", ""d8d8620e0d2bb6b8"", ""d5c5097d7efacb28"", ""7f8e172cd0d14662"", ""f1107235479f0dfc""]"
P449,Direct Access Suspension,Enron's regulatory response and strategy regarding the CPUC's suspension of direct access for California energy customers in 2001.,199,"[""55580d3824be54b5"", ""e359bedaf75c0854"", ""69b3c5bb65876138"", ""ea8f080b55027480"", ""daa6bec3882899d4""]"
